timestamp,distance
0,5
7.78561306,0
1234.996974,5
1239.966411,0
2308.208257,5
2311.083761,0
3180.605906,5
3184.802992,0
5149.821337,5
5948.282887,0
6501.795948,5
6504.233479,0
6505.554917,5
6505.74101,0
7156.923984,5
7175.14083,0
7175.366093,5
7175.797678,0
7175.916146,5
7177.204085,0
7177.537694,5
7179.34328,0
7179.569782,5
7180.622946,0
7180.849448,5
7188.155289,0
7188.381423,5
7190.657431,0
7190.883904,5
