,acc_phone_x,acc_phone_y,acc_phone_z,labelStanding,labelSitting,labelWalking,gyr_phone_x,gyr_phone_y,gyr_phone_z,bar_phone_x,lin_acc_phone_x,lin_acc_phone_y,lin_acc_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,prox_phone_distance
2020-06-05 12:47:00,-2.129621429,,7.877817993,1.0,0.0,0.0,0.16895900670000005,-0.3791734874,-0.1996015608,985.53190612,0.2696940511,0.006946199834,0.06649395168,27.52415085,,-39.8207283,2.5
2020-06-05 12:47:10,1.538051605,-8.733289032,-0.4454736328,1.0,0.0,0.0,0.3342944384,-0.8498567343000001,-0.2954907417,985.55112459,-0.8921690413,0.2796360719,0.132203207,-6.760004997,36.72254944,1.194518566,
2020-06-05 12:47:20,1.093326416,-9.685458984,1.314865723,1.0,0.0,0.0,-0.050730809569999986,0.05963576958,0.02902143635,985.57473754,-0.150730256,-0.01303227425,0.017974340919999998,20.06343842,28.76470947,-7.816448212,
2020-06-05 12:47:30,1.297801208,-9.68246521,1.190175018,1.0,0.0,0.0,0.01107742544,-0.0118203871,0.0009143361822,985.5600280899997,-0.009116686285,0.016265784499999998,0.01234581113,10.56796455,37.82476044,-8.608930588,
2020-06-05 12:47:40,1.31396759,-9.651329956,1.259929962,1.0,0.0,0.0,0.04857249558,-0.04153527692,0.01058064587,985.5626068,0.3690796141,0.09429629266,-0.0030674493310000003,10.86867619,38.13917542,-8.780960083,
2020-06-05 12:47:50,1.3635145569999998,-9.694589996,1.257085876,1.0,0.0,0.0,-0.0007296176627,-0.01784073375,0.02936311439,985.59306335,-0.1009764442,-0.057919009920000014,-0.3980299097,10.38628578,37.82325363,-9.043727875,
2020-06-05 12:48:00,1.592837677,-9.680369568,0.9136999512,1.0,0.0,0.0,0.04217748716,-0.06030384079,-0.001029657666,985.57579804,-0.4173803928,-0.1133207935,0.3319019938,9.868952751,38.82159424,-8.927209853999999,
2020-06-05 12:48:10,1.639839935,-9.688153381000001,0.5827381897,1.0,0.0,0.0,-0.03270950168,0.03180006519,0.022658353670000003,985.57278443,0.3394568887,0.09301107466,-0.03116975248,11.67320824,38.37636566,-8.085520744,
2020-06-05 12:48:20,1.688189392,-9.778715057000001,0.4493655396,1.0,0.0,0.0,0.0305382181,-0.04041924328,0.01092274114,985.54341126,-0.17931773190000005,0.03974761784,-0.07247740746,11.43397713,39.75153732,-6.520552635,
2020-06-05 12:48:30,1.687740326,-9.691596222000001,0.07304809570000001,1.0,0.0,0.0,-0.03882256895,0.30196821690000003,0.02567863651,985.50592804,0.09418519557,0.06663311541,-0.035876176360000005,11.24479198,40.09324265,-5.73401165,
