,acc_phone_x,acc_phone_y,acc_phone_z,labelStanding,labelSitting,labelWalking,gyr_phone_x,gyr_phone_y,gyr_phone_z,bar_phone_x,lin_acc_phone_x,lin_acc_phone_y,lin_acc_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,prox_phone_distance,pca_1,pca_2,pca_3,pca_4
2020-06-05 12:47:00,-2.13144962494509,-8.730611515673537,7.8787209872723905,1.0,0.0,0.0,0.16728029463949753,-0.37872090365340877,-0.19805936247546962,985.53190612,0.2696940511,0.006946199834,0.06649395168,27.50371065834775,36.75955515094869,-39.73411404597715,2.5,0.2545172388337789,-0.2906051499921424,0.08189827824844731,0.25552237048279663
2020-06-05 12:47:10,-0.8021513353820429,-9.032764873537262,5.302457820734742,1.0,0.0,0.0,0.11777126520523827,-0.2810793053715634,-0.1297517680929213,985.55112459,-0.8921690413,0.2796360719,0.132203207,20.92167298063384,36.069360464934306,-27.489517407567593,3.412550547860938,0.12287897814241967,-0.15629600168752975,0.04410549256155171,0.13642632947375696
2020-06-05 12:47:20,0.3648897737240849,-9.305587566487741,3.0341959032351102,1.0,0.0,0.0,0.07217239345393521,-0.18745239633883365,-0.06910617340046707,985.57473754,-0.150730256,-0.01303227425,0.017974340919999998,15.254274085590286,35.63403059609457,-16.855927686109094,3.251570631775709,0.03493549208782097,-0.042555748875461326,-0.0351491002912273,0.02778890808753692
2020-06-05 12:47:30,1.2456477579254404,-9.526880963114198,1.3123199149501585,1.0,0.0,0.0,0.03400748885604667,-0.10243225031358363,-0.0217672056221045,985.5600280899997,-0.009116686285,0.016265784499999998,0.012345811129999999,11.162630495379501,35.64472689031204,-9.021434259115297,3.2750221738524563,-0.04737847464145091,0.023993468710687943,-0.08850730638128561,-0.0599297133348031
2020-06-05 12:47:40,1.782124343068365,-9.684275908154024,0.24999068269046815,1.0,0.0,0.0,0.006582328648066343,-0.031709726481364754,0.009444705627454253,985.5626068,0.36907961409999995,0.09429629266,-0.0030674493310000003,8.90311379057394,36.15590372807417,-4.49114763699978,3.2770015576420577,-0.09866409231215352,0.07242586498189967,-0.12058224804237573,-0.10985119108809181
2020-06-05 12:47:50,1.990343687088959,-9.776106016824972,-0.18227699371562034,1.0,0.0,0.0,-0.007581361401878046,0.018391463769611708,0.02495097349240094,985.59306335,-0.1009764442,-0.057919009920000014,-0.39802990969999996,8.297484421304205,37.06999397555008,-3.016829137556464,3.250420466809022,-0.11619956539323888,0.1095636535651606,-0.13035222952074624,-0.12486376876732207
2020-06-05 12:48:00,1.9477107404593417,-9.809925998520432,-0.13507322934140686,1.0,0.0,0.0,-0.00750475472127723,0.04216334359328015,0.027970463465010573,985.57579804,-0.4173803928,-0.1133207935,0.3319019938,8.836876159791471,38.169991087096825,-3.745677424275422,3.273369226834333,-0.12764741040802027,0.10378414815885358,-0.1190025577996916,-0.11532038184070105
2020-06-05 12:48:10,1.764944377831113,-9.799564705538828,0.1715710938125933,1.0,0.0,0.0,0.005618326181583885,0.0361947087332191,0.023372008093203677,985.57278443,0.33945688869999996,0.09301107466,-0.03116975248,9.876435524816635,39.189345615816386,-5.525469084828406,3.324811520223925,-0.12310820732132043,0.08365166702724548,-0.10689578568404191,-0.10462803869575474
2020-06-05 12:48:20,1.552311105348197,-9.76181985703532,0.512582744871477,1.0,0.0,0.0,0.02827019019242264,0.0009349684438434166,0.016195607950648127,985.54341126,-0.17931773190000005,0.03974761784,-0.07247740746,10.848099377747111,39.89677472225648,-7.255414098794953,3.4269747401084283,-0.12232855649228783,0.048311444073074375,-0.0868408150531457,-0.09407719270005228
2020-06-05 12:48:30,1.3909114270654552,-9.713647809496543,0.7152793977355772,1.0,0.0,0.0,0.05514103938178128,-0.058408318677773075,0.010306010691790508,985.50592804,0.09418519557,0.06663311541,-0.035876176360000005,11.417283077045578,40.16883932086938,-8.166584081111077,3.4666794500717635,-0.12422261790106505,0.010500055039018468,-0.07653753141925253,-0.09143575772620925
